date,n_units,n_rows,M0_MAE_day,M0_MSE_day,M0_deviance_day,M1_MAE_day,M1_MSE_day,M1_deviance_day,M2_MAE_day,M2_MSE_day,M2_deviance_day,M1_minus_M0_MAE_day,M1_minus_M0_MSE_day,M1_minus_M0_deviance_day,M2_minus_M0_MAE_day,M2_minus_M0_MSE_day,M2_minus_M0_deviance_day,M2_minus_M1_MAE_day,M2_minus_M1_MSE_day,M2_minus_M1_deviance_day
2025-04-13,11,11,144.2147876701041,52154.745965552334,20.428089313599248,116.26266152120803,24430.41377265946,14.253967880893269,123.61703172028388,32071.27255694681,15.478364185090847,-27.95212614889607,-27724.332192892874,-6.174121432705979,-20.597755949820225,-20083.473408605525,-4.949725128508401,7.354370199075845,7640.858784287349,1.2243963041975778
2025-04-14,11,11,99.2740362322107,20306.311122766645,16.145695178523663,93.59182502285034,16086.916388806467,12.084078131678517,105.68233965291533,19466.187926651946,14.774666356355887,-5.682211209360361,-4219.394733960178,-4.0616170468451465,6.408303420704627,-840.1231961146987,-1.3710288221677764,12.090514630064988,3379.2715378454795,2.69058822467737
2025-04-15,11,11,81.34422697272755,11078.899745701994,13.666225552512948,81.42521676005323,11031.26458821312,12.809388336724147,86.59331367579506,11846.077637876715,13.668208311295047,0.0809897873256773,-47.63515748887403,-0.8568372157888007,5.249086703067505,767.1778921747209,0.001982758782098415,5.1680969157418275,814.8130496635949,0.8588199745708991
2025-04-16,11,11,130.86399477505452,45093.31712111187,19.407919201494114,128.43098708692085,47660.831351059285,18.697005308941826,125.58728172009441,43545.03225942572,18.631827306230658,-2.433007688133671,2567.5142299474173,-0.7109138925522878,-5.276713054960112,-1548.2848616861447,-0.7760918952634555,-2.843705366826441,-4115.799091633562,-0.06517800271116769
2025-04-17,11,11,200.66616961605675,99384.60725928737,42.23762221886581,198.46787038626155,97730.38111801672,41.725742385880366,192.9658769981822,95333.85818468098,41.57630927004985,-2.1982992297951967,-1654.226141270643,-0.5118798329854428,-7.700292617874538,-4050.749074606385,-0.6613129488159615,-5.501993388079342,-2396.522933335742,-0.14943311583051866
2025-04-18,11,11,85.43994002421347,14113.020890718682,8.430978310269332,66.27034089252435,6332.512953620203,7.351927917187484,73.10990543765146,8204.352613750543,8.02503940151201,-19.169599131689125,-7780.5079370984795,-1.0790503930818476,-12.330034586562007,-5908.668276968139,-0.40593890875732086,6.839564545127118,1871.8396601303402,0.6731114843245267
2025-04-19,11,11,106.33914180392404,22028.3018563496,12.708391471516906,84.45381960620445,11104.655393989504,10.220327226303082,92.47667753391613,13659.648452422593,10.76000235581784,-21.88532219771959,-10923.646462360097,-2.488064245213824,-13.862464270007905,-8368.653403927008,-1.948389115699067,8.022857927711684,2554.9930584330887,0.539675129514757
2025-04-20,11,11,169.61941901046842,83818.34132243815,24.905148547000692,153.7318836051839,74138.88401281368,21.513830618128125,163.25691055900808,82404.18415269817,25.054793581342157,-15.887535405284524,-9679.457309624471,-3.3913179288725672,-6.362508451460343,-1414.1571697399777,0.14964503434146437,9.525026953824181,8265.300139884494,3.5409629632140316
2025-04-21,11,11,208.36426730627156,98173.73742197957,37.87140728328117,200.38322754469257,87521.28445704356,34.96071740049017,214.77365636865304,97180.47417743421,39.29931638603084,-7.981039761578984,-10652.45296493602,-2.9106898827910044,6.409389062381479,-993.2632445453637,1.4279091027496662,14.390428823960463,9659.189720390656,4.338598985540671
2025-04-22,11,11,80.95412081950754,10897.867799434996,6.63314818293031,91.1732601769671,13778.284697581526,10.133761945324027,99.99232920579858,14758.959297231057,11.222456907758703,10.219139357459568,2880.41689814653,3.5006137623937166,19.038208386291046,3861.09149779606,4.589308724828393,8.819069028831478,980.6745996495301,1.0886949624346762
2025-04-23,11,11,114.52561295305577,27807.569474808955,13.259787567790932,106.90684384369557,18276.77932076172,12.494593073030728,107.61418568199639,20617.408808725828,12.653793319950472,-7.618769109360201,-9530.790154047234,-0.7651944947602036,-6.911427271059381,-7190.160666083128,-0.6059942478404601,0.7073418383008203,2340.6294879641064,0.15920024691974355
2025-04-24,11,11,97.68374267231111,21624.605339571972,8.80304637380794,58.299272537280395,8025.908934886533,5.978060537222928,67.78617006325545,8983.631391619483,6.729121220779712,-39.38447013503072,-13598.69640468544,-2.824985836585012,-29.897572609055658,-12640.973947952489,-2.0739251530282274,9.48689752597506,957.7224567329504,0.7510606835567843
2025-04-25,11,11,142.9119329476405,49676.90206261705,20.77211930878987,122.95999367349614,45152.69609672264,18.849222993809484,126.51422927211765,41578.64622372306,20.581487293088227,-19.951939274144365,-4524.205965894413,-1.9228963149803846,-16.397703675522862,-8098.255838893994,-0.19063201570164168,3.554235598621503,-3574.0498729995816,1.732264299278743
2025-04-26,11,11,76.29927358681401,13451.542766736931,5.618482705491956,71.49029805504284,11223.677746407384,4.940129882671666,74.98683744631738,15263.514809806069,6.110247992935877,-4.808975531771168,-2227.8650203295474,-0.6783528228202895,-1.3124361404966294,1811.9720430691377,0.4917652874439211,3.4965393912745384,4039.837063398685,1.1701181102642106
