fold,level,model,tol,design_column,coefficient,intercept
1,3,M3,1e-10,unit_12,0.09207567692360392,-7.4986223430612835
1,3,M3,1e-10,unit_13,-0.3275826436939625,-7.4986223430612835
1,3,M3,1e-10,unit_14,0.19164440104684877,-7.4986223430612835
1,3,M3,1e-10,unit_15,-0.0864843787132716,-7.4986223430612835
1,3,M3,1e-10,unit_16,0.03848845608593739,-7.4986223430612835
1,3,M3,1e-10,unit_2,-0.13630628279379325,-7.4986223430612835
1,3,M3,1e-10,unit_3,0.038284714420256986,-7.4986223430612835
1,3,M3,1e-10,unit_4,-0.15362063810684776,-7.4986223430612835
1,3,M3,1e-10,unit_5,-0.12971528616756453,-7.4986223430612835
1,3,M3,1e-10,unit_6,-0.010886916817775722,-7.4986223430612835
1,3,M3,1e-10,unit_7,0.2187626761260773,-7.4986223430612835
1,3,M3,1e-10,unit_8,0.18626330697283555,-7.4986223430612835
1,3,M3,1e-10,unit_9,-0.19889162112314757,-7.4986223430612835
