fold,level,model,tol,design_column,coefficient,intercept
1,3,M3,1e-10,mem_heavy_precip_h28_z,-0.08725171771439386,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_urgent_respiratory_total_h1_z,0.10424535396203659,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_urgent_respiratory_total_h3_z,0.01917251702079794,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_urgent_respiratory_total_h7_z,-0.043908534088277724,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_urgent_respiratory_total_h14_z,0.038180344826176896,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_urgent_respiratory_total_h28_z,0.32454600343334833,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_hospitalizations_h1_z,0.0014221976250408082,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_hospitalizations_h3_z,0.06499123192444049,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_hospitalizations_h7_z,0.027963928268579564,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_hospitalizations_h14_z,-0.05970208553105031,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_hospitalizations_h28_z,-0.1549126519626599,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_deaths_h1_z,0.0012862980776706917,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_deaths_h3_z,-0.09943019278351584,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_deaths_h7_z,-0.11998578189654746,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_deaths_h14_z,-0.04711253634770607,-7.4986223430612835
1,3,M3,1e-10,mem_lag1_respiratory_deaths_h28_z,0.009305725508216798,-7.4986223430612835
1,3,M3,1e-10,dow_1,-0.02462550761742493,-7.4986223430612835
1,3,M3,1e-10,dow_2,-0.059059369338038924,-7.4986223430612835
1,3,M3,1e-10,dow_3,-0.0791500409752186,-7.4986223430612835
1,3,M3,1e-10,dow_4,-0.1264111240847309,-7.4986223430612835
1,3,M3,1e-10,dow_5,0.008012451180958734,-7.4986223430612835
1,3,M3,1e-10,dow_6,0.006771897439644198,-7.4986223430612835
1,3,M3,1e-10,unit_10,0.04723690873143669,-7.4986223430612835
1,3,M3,1e-10,unit_11,0.006360003138531991,-7.4986223430612835
